,missing_glove,missing_cn,missing_wn
belvedere,1,1,0
chrysler,1,0,1
fedex,1,1,1
brs,1,1,0
homewrecker,1,1,1
benchmark,1,1,0
ood,1,1,1
testy,1,1,0
parc,1,1,1
chichi,1,1,0
clamato,1,1,1
vomit,1,1,0
gala,1,1,0
markos,1,1,1
faced,1,1,0
stupidd,1,1,1
tho,1,1,0
phipps,1,1,1
hardly,1,0,0
shakin,1,1,1
rappin,1,1,1
modeling,1,1,0
catwalk,1,1,1
rajon,1,1,1
mexico,1,1,0
versa,1,1,1
teamfollback,1,1,1
imreal,1,1,1
cardell,1,1,1
pjay,1,1,1
s.b,1,1,1
suit,1,1,0
front,1,1,0
plush,1,1,0
cocoon,1,0,1
inject,1,1,0
socializing,1,1,0
espresso,1,1,1
confide,1,1,0
shugga,1,1,1
adultswim,1,1,1
mahself,1,1,1
daph,1,1,1
oth,1,1,1
peoples,1,1,0
mou,1,1,1
seaweed,1,1,1
desmond,1,1,1
teah,1,1,1
doggy,1,1,0
daday,1,1,1
awfull,1,1,1
incomprehensible,1,1,0
inhabitants,1,1,0
coins,1,1,0
uss,1,1,0
phonies,1,1,0
ruston,1,1,1
umpteen,1,1,0
dynamite,1,0,1
henessy,1,1,1
lapdances,1,1,1
blessed,1,1,0
trg,1,1,1
prolly,1,1,1
gne,1,1,1
hx,1,1,1
lidah,1,1,1
managing,1,1,0
qoodniqht,1,1,1
motivated,1,1,0
speakin,1,1,1
jue,1,1,1
visitations,1,1,0
kampus,1,1,1
splattered,1,0,0
slowly,1,1,0
flowing,1,0,0
automatics,1,0,0
chis,1,1,0
lucian,1,1,1
aintt,1,1,1
bleww,1,1,1
gunned,1,1,0
slimmy,1,1,1
lackin,1,1,1
trippinn,1,1,1
battled,1,1,0
geechie,1,1,1
electronic,1,0,1
swagga,1,1,1
frands,1,1,1
maf,1,0,1
sighing,1,1,0
flemings,1,1,0
doubt,1,1,0
soo,1,1,1
know,1,1,0
dudes,1,1,0
fulled,1,1,0
worken,1,1,1
licences,1,1,0
bioo,1,1,1
houuse,1,1,1
teas,1,0,0
gobstoppers,1,1,1
twinkies,1,1,0
ainee,1,1,1
eyee,1,1,1
greek,1,1,0
hacen,1,1,1
whiteboys,1,1,1
sher,1,1,1
banga,1,1,1
barack,1,0,1
az,1,1,0
locs,1,1,1
retwist,1,1,1
hefa,1,1,0
sakh,1,1,1
redi,1,1,1
yoou,1,1,1
chuu,1,1,1
whit,1,1,0
greediness,1,1,0
phobe,1,1,1
piecing,1,0,0
maternity,1,0,0
skimpy,1,1,0
bathing,1,1,0
slowmotion,1,1,1
spake,1,1,1
ilike,1,1,1
bridezillas,1,1,1
reawakening,1,1,0
counseling,1,1,0
crous,1,1,1
crid,1,1,1
erd,1,1,1
hhp,1,1,1
locomotive,1,1,0
spongebobb,1,1,1
shanita,1,1,1
hairless,1,0,1
cleansing,1,1,0
lass,1,1,0
budz,1,1,1
dikee,1,1,1
rages,1,1,0
plis,1,1,1
vined,1,1,1
jgn,1,1,1
dallas,1,1,0
freakish,1,0,0
faggy,1,1,1
preppy,1,1,1
kooky,1,1,0
ess,1,1,0
mannish,1,1,1
smu,1,1,1
dous,1,1,1
shat,1,1,0
tgan,1,1,1
sameshit,1,1,1
beysus,1,1,1
staight,1,1,1
achee,1,1,1
caldwell,1,1,0
jenkins,1,1,1
abduct,1,1,0
nwed,1,1,1
underage,1,1,0
hannin,1,1,1
cunnilingus,1,1,0
cronut,1,1,1
hatn,1,1,1
halsted,1,1,1
robitussin,1,1,0
alomst,1,1,1
bonkers,1,1,0
estrogen,1,1,0
testosterone,1,1,1
valuable,1,1,0
indifferent,1,1,0
amma,1,0,1
twister,1,1,0
dames,1,1,0
bungee,1,1,0
chiney,1,1,1
cathedral,1,1,0
beeday,1,1,1
brus,1,1,1
teachers,1,1,0
blesssed,1,1,0
mexicans,1,1,0
chos,1,1,1
flowed,1,1,0
assistant,1,1,0
facility,1,0,0
spacial,1,1,0
stallin,1,1,1
lorenzo,1,0,1
crothers,1,1,1
cumm,1,1,1
finaa,1,1,1
kese,1,1,1
zipper,1,1,0
firstday,1,1,1
neighborhood,1,1,0
gifted,1,1,0
distinguished,1,0,0
quicke,1,1,1
juus,1,1,1
argues,1,0,0
chillan,1,1,1
drivethru,1,1,1
fusions,1,1,0
bagz,1,1,1
barista,1,0,1
reactions,1,0,0
usein,1,1,1
educators,1,1,0
eachotha,1,1,1
luvn,1,1,1
daii,1,1,1
flossin,1,1,1
dam,1,0,0
mannerisms,1,1,0
bcz,1,1,1
burke,1,0,0
swanson,1,1,0
eaters,1,1,0
nightstand,1,1,1
gts,1,1,1
gday,1,1,1
quesadillas,1,0,0
backdoor,1,1,0
tossin,1,1,1
fairness,1,0,0
fatass,1,1,1
dhet,1,1,1
offing,1,1,0
spaz,1,1,1
bottled,1,1,0
awkwardly,1,1,1
bouy,1,1,1
manss,1,1,0
wrs,1,1,1
charelle,1,1,1
coolness,1,1,0
tangents,1,1,0
choked,1,0,0
traveler,1,1,0
cheak,1,1,1
oovo,1,1,1
misssed,1,1,0
gooot,1,1,1
aldine,1,0,1
lita,1,1,1
urr,1,1,1
durant,1,1,0
sermons,1,1,0
monstrous,1,1,0
pilates,1,1,0
watchig,1,1,1
proceeded,1,1,0
thankful,1,1,0
i.gotta,1,1,1
dng,1,1,1
waving,1,1,0
dte,1,0,1
goodvibes,1,1,1
lying,1,1,0
judging,1,1,0
cancers,1,1,0
innumerable,1,1,0
delaying,1,1,0
flavors,1,1,0
bogies,1,0,0
fieldtrip,1,1,1
conniving,1,1,0
fluck,1,1,1
incline,1,1,0
nets,1,1,0
kyni,1,1,1
reaching,1,1,0
dhy,1,1,1
www,1,1,0
ihs,1,1,1
unusual,1,1,0
impulse,1,1,0
brizzle,1,1,1
nibi,1,1,1
jeggings,1,0,1
danq,1,1,1
deck,1,1,0
cdfup,1,1,1
dhts,1,1,1
tub,1,0,0
rubbed,1,1,0
twiiin,1,1,1
thare,1,1,1
scince,1,1,1
becomin,1,1,1
d.c,1,1,1
dhay,1,1,1
feburary,1,1,1
muhfucking,1,1,1
tad,1,0,0
riit,1,1,1
wazzam,1,1,1
assless,1,1,1
migt,1,1,1
waant,1,1,1
wannnt,1,1,1
starlife,1,1,1
welfare,1,1,0
deductions,1,1,0
nch,1,1,1
lacy,1,1,0
interruptus,1,1,1
mwuahh,1,1,1
stalkn,1,1,1
intellectual,1,0,0
bhudd,1,1,1
creeperstatus,1,1,1
fuckboys,1,1,1
renditions,1,1,0
editin,1,1,1
contoured,1,1,0
inking,1,1,0
shutupp,1,1,1
captcha,1,1,1
desps,1,1,1
shur,1,1,1
mount,1,1,0
nthg,1,1,1
fulls,1,1,0
aaaaall,1,1,1
engery,1,1,1
far,1,1,0
balloon,1,0,0
zeroo,1,1,1
nutts,1,1,1
napolean,1,1,1
instruments,1,1,0
blunt,1,1,0
depend,1,1,0
zar,1,1,1
filt,1,1,1
counts,1,1,0
sentence,1,1,0
scuffle,1,1,0
reflects,1,1,0
removes,1,1,0
undergrads,1,0,0
bidders,1,0,0
figured,1,1,0
glorious,1,1,0
bodyy,1,1,1
ismoke,1,1,1
wazzup,1,1,1
aisa,1,1,1
thatstheshitidolike,1,1,1
klosed,1,1,1
twoadays,1,1,1
flurries,1,0,0
rudd,1,1,0
moderator,1,1,1
aabout,1,1,1
pots,1,1,0
betch,1,1,1
excusee,1,1,1
persevered,1,1,0
ers,1,0,0
flordia,1,1,1
orangeburg,1,1,1
trancar,1,1,1
ducc,1,1,1
becase,1,1,1
pickup,1,1,0
sulk,1,1,0
a.s.a.p,1,1,1
terminators,1,1,0
delightful,1,1,0
restriction,1,1,0
awakening,1,1,0
actting,1,1,1
beginner,1,1,0
hairlines,1,1,0
wdf,1,1,1
waht,1,1,1
disguise,1,1,0
bxtchh,1,1,1
salaams,1,1,0
witnessed,1,1,0
lineup,1,1,0
cdale,1,1,1
swish,1,0,0
frick,1,1,0
fkin,1,1,1
thingg,1,1,1
niptuck,1,1,1
aetna,1,1,1
concoction,1,1,0
sumaria,1,1,1
masterminds,1,1,0
sloppy,1,1,0
dmv,1,1,1
drumline,1,1,1
ftb,1,1,1
andrae,1,1,1
muchluv,1,1,1
ilovethem,1,1,1
kennel,1,0,0
degrades,1,1,0
dgb,1,1,1
etg,1,1,1
applying,1,1,0
everydays,1,1,1
cockiness,1,1,0
gimmie,1,1,1
notgood,1,1,1
koolaid,1,1,1
ofcourse,1,1,1
shackles,1,1,0
problen,1,1,1
unto,1,1,1
headin,1,1,1
thew,1,1,1
moonwalking,1,0,1
bathtime,1,1,1
endss,1,1,0
equipped,1,1,0
packaged,1,1,0
choka,1,1,1
holier,1,1,0
horses,1,1,0
electric,1,1,0
mclemore,1,1,1
periodic,1,0,0
quacking,1,1,0
midterms,1,1,0
lykes,1,1,1
trotting,1,1,0
cees,1,1,1
feeelings,1,1,1
kred,1,1,1
nayee,1,1,1
deciding,1,1,0
contemplate,1,1,0
pooltime,1,1,1
wrestles,1,1,0
pickd,1,1,1
realquick,1,1,1
glance,1,1,0
eater,1,1,0
tomaro,1,1,1
ovation,1,1,0
reception,1,1,0
blowme,1,1,1
kgn,1,1,1
oon,1,1,1
precipicio,1,1,1
cautiously,1,1,0
thenks,1,1,1
lovedd,1,1,1
haveaseat,1,1,1
jiggles,1,1,0
thermals,1,1,0
iknow,1,1,1
wetness,1,1,1
baptist,1,1,0
barbell,1,1,1
popout,1,1,1
scarp,1,1,0
ining,1,1,1
holen,1,1,1
shiiiiit,1,1,1
clocks,1,1,0
winding,1,1,0
schoo,1,1,1
realtionships,1,1,1
taxseason,1,1,1
mynigga,1,1,1
directing,1,1,0
fuckdat,1,1,1
omn,1,1,1
wae,1,1,1
tell.me,1,1,1
anoth,1,1,1
chode,1,1,1
butthole,1,1,1
intriguing,1,1,0
greensboro,1,0,0
technics,1,1,1
badgirls,1,1,1
bwoy,1,1,1
rounder,1,1,0
cowgirl,1,1,1
escuelas,1,1,1
zard,1,1,1
bitchmade,1,1,1
bumass,1,1,1
pit,1,1,0
libs,1,1,1
wacth,1,1,1
realshit,1,1,1
plaaaay,1,1,1
zippers,1,1,0
suprisingly,1,1,1
ecstatic,1,1,0
staar,1,1,1
educate,1,1,0
yhi,1,1,1
lolk,1,1,1
sumtn,1,1,1
epiphany,1,1,0
shudder,1,1,0
dopeboys,1,1,1
makw,1,1,1
oregon,1,1,0
whhhat,1,1,1
dafak,1,1,1
realzz,1,1,1
noooooooooo,1,1,1
instill,1,1,0
thermodynamics,1,1,1
budge,1,1,0
daaaaah,1,1,1
watergun,1,1,1
succin,1,1,1
perpin,1,1,1
hunchin,1,1,1
azzz,1,1,1
hog,1,1,0
alivie,1,1,1
wate,1,1,1
decrire,1,1,1
rafle,1,1,1
crackhouse,1,1,1
selfy,1,1,1
southphilly,1,1,1
lupaa,1,1,1
unforgotten,1,1,1
camra,1,1,1
pumas,1,1,0
figureitout,1,1,1
aslep,1,1,1
utica,1,0,0
bootlegger,1,0,0
imready,1,1,1
blackest,1,1,0
doop,1,1,1
lawwwd,1,1,1
beltway,1,0,0
bqe,1,1,1
owh,1,1,1
truss,1,1,0
kaaaaaay,1,1,1
clad,1,1,0
potholes,1,1,0
thunda,1,1,1
tthats,1,1,1
liscence,1,1,1
bekal,1,1,1
syif,1,1,1
shoutoutss,1,1,1
newjersey,1,1,1
liie,1,1,1
improvements,1,1,0
adjustments,1,1,0
whwn,1,1,1
chyl,1,1,1
wifin,1,1,1
turncoat,1,1,0
daishi,1,1,1
famlay,1,1,1
baaaaaaaaaby,1,1,1
awrds,1,1,1
thinga,1,1,1
foes,1,1,0
shoveling,1,1,0
realization,1,1,0
servian,1,1,1
tambourine,1,1,1
mooood,1,1,1
playerr,1,1,1
aitee,1,1,1
detach,1,1,0
probb,1,1,1
probss,1,1,1
fakn,1,1,1
wooop,1,1,1
cogic,1,1,1
nawl,1,1,1
beacause,1,1,1
lagh,1,1,1
make'em,1,1,1
comps,1,1,0
regionals,1,1,1
drown,1,1,0
neeeeeeeeeeed,1,1,1
jammy,1,1,1
bwhahahahaha,1,1,1
hahahahahahahahahahha,1,1,1
cycl,1,1,1
presidential,1,1,1
forbid,1,1,0
discouraged,1,1,0
fellaz,1,1,1
scissors,1,1,0
guessin,1,1,1
gaksih,1,1,1
tootsie,1,1,1
fiqure,1,1,1
minnnd,1,1,1
orka,1,1,1
paybacks,1,1,0
fawty,1,1,1
responsibility,1,1,0
overcome,1,1,0
wrongs,1,1,0
hunch,1,1,0
honestyhour,1,1,1
hopscotch,1,1,1
schoolyard,1,1,1
bankhead,1,1,0
guuuud,1,1,1
okd,1,1,1
postseason,1,1,1
limme,1,1,1
pshh,1,1,1
poukisa,1,1,1
komanse,1,1,1
malelies,1,1,1
shuuuut,1,1,1
pitter,1,1,1
republicans,1,1,0
dictate,1,1,0
cmtawards,1,1,1
tighten,1,1,0
obstacle,1,1,0
outcome,1,1,0
choices,1,1,0
opponent,1,1,0
yuppers,1,1,1
stawpp,1,1,1
mower,1,1,0
sharrap,1,1,1
wwenoc,1,1,1
magnify,1,1,0
thinc,1,1,1
unanimous,1,1,0
bick,1,1,1
solemnly,1,1,1
woooord,1,1,1
desicions,1,1,1
grindn,1,1,1
ter,1,1,1
pode,1,1,1
awn,1,1,1
thais,1,1,0
chamar,1,1,1
bonita,1,1,1
prints,1,1,0
user,1,1,0
amizade,1,1,1
negotiable,1,1,0
tellement,1,1,1
yesung,1,1,1
prof,1,1,0
pato,1,1,1
redbone,1,1,1
rihanna,1,1,1
galaxy,1,1,0
sharon,1,1,1
tatyana,1,1,1
amante,1,1,1
reactivated,1,1,0
instragram,1,1,1
ludwin,1,1,1
newsfeed,1,0,1
chuva,1,1,1
marina,1,1,1
computer,1,1,0
getting,1,1,0
isinya,1,0,1
yb,1,1,0
cravin,1,1,1
gretel,1,0,1
booooa,1,1,1
brincadeira,1,1,1
#fb,1,1,1
apple,1,1,0
des,1,1,0
dvd,1,1,0
dolce,1,1,1
festa,1,1,1
batik,1,1,1
fustrated,1,1,1
jai,1,0,1
alice,1,1,1
spencer,1,1,0
hablas,1,1,1
shaved,1,1,0
rouge,1,1,0
roshes,1,1,1
affended,1,1,1
idris,1,1,1
ruggish,1,1,1
case,1,1,0
pranked,1,1,0
llamar,1,1,1
intouch,1,1,1
stevens,1,1,0
semesta,1,1,1
auntie,1,1,0
potassium,1,1,0
shitload,1,1,1
monica,1,1,1
bond,1,1,0
tones,1,1,0
gs,1,1,0
steered,1,1,0
hello,1,1,0
hey,1,1,1
tweet,1,1,0
juan,1,1,1
material,1,0,0
ione,1,1,1
codes,1,1,0
tomara,1,1,1
previously,1,1,0
thugz,1,1,1
lulu,1,1,0
evan,1,1,1
smpai,1,1,1
omfg,1,1,1
ily,1,1,1
mica,1,1,0
musun,1,1,1
cynthia,1,1,0
recovered,1,1,0
restored,1,1,0
ops,1,1,0
traffic,1,1,0
boko,1,1,1
peddler,1,1,0
wating,1,1,1
cruella,1,1,1
herp,1,1,1
relevant,1,1,1
demarcus,1,1,1
niecy,1,1,1
zaire,1,1,0
enriched,1,0,0
zai,1,1,1
viewer,1,1,0
ghetto,1,1,1
terrorised,1,1,0
tens,1,1,0
very,1,0,0
brochure,1,1,0
plugin,1,1,1
intervenes,1,1,0
jumpa,1,1,1
bagels,1,1,0
cuma,1,1,1
karl,1,1,1
jarren,1,1,1
bh,1,1,0
ue,1,1,1
ouais,1,1,1
visualized,1,1,0
mediums,1,0,0
sade,1,1,0
niee,1,1,1
uglier,1,1,0
weet,1,1,1
have,1,1,0
ava,1,1,1
laugher,1,1,0
japanese,1,1,0
arabic,1,1,0
beta,1,0,0
staxx,1,1,1
joins,1,1,0
tham,1,1,1
features,1,1,0
relatable,1,1,1
legally,1,1,0
asaf,1,1,1
simba,1,1,1
bordom,1,1,1
laser,1,1,0
claiming,1,1,0
chips,1,1,0
sausage,1,1,0
assume,1,0,0
freedy,1,1,1
keringat,1,1,1
cette,1,1,1
khimar,1,1,1
pub,1,0,0
eatin,1,1,1
benji,1,1,1
kei,1,1,1
bref,1,1,1
acaso,1,1,1
deactivation,1,1,0
flava,1,1,1
tupacs,1,1,1
draped,1,1,0
parents,1,1,0
except,1,1,0
bambi,1,1,1
veranda,1,1,0
melody,1,1,0
iloveyouu,1,1,1
earning,1,1,0
derick,1,1,1
carlin,1,1,1
t.,1,1,1
b.,1,1,1
devon,1,1,0
hmi,1,1,1
picturee,1,1,1
faace,1,1,1
serviced,1,1,0
brands,1,1,0
desser,1,1,1
cny,1,1,1
trek,1,1,1
cruise,1,1,0
jails,1,1,0
latee,1,1,1
complementing,1,1,0
rawson,1,1,1
allie,1,1,1
meios,1,1,1
freeky,1,1,1
hablar,1,1,1
peirced,1,1,1
ido,1,1,0
rebuilt,1,1,0
ji,1,1,0
ys,1,1,0
stans,1,1,1
worrisome,1,1,0
rebs,1,1,0
purdy,1,1,1
denisha,1,1,1
essences,1,1,0
alldayy,1,1,1
sub,1,1,0
bock,1,1,0
ijss,1,1,1
hazard,1,1,0
assist,1,1,0
our,1,1,1
identifies,1,1,0
overrate,1,1,0
happily,1,1,0
kang,1,1,1
gaga,1,1,0
vote,1,1,0
gq,1,1,1
leaks,1,1,0
starstruck,1,1,1
almostt,1,1,1
goinn,1,1,1
instrumental,1,1,0
hovering,1,1,0
darkening,1,1,0
replicas,1,1,0
alfalfa,1,1,0
gorilla,1,1,0
issue,1,1,0
kann,1,1,1
exposes,1,1,0
marshalls,1,1,0
refinance,1,1,1
drafts,1,1,0
chillenn,1,1,1
jigs,1,1,0
rogers,1,0,0
warren,1,1,0
wright,1,1,0
amess,1,1,1
playmaker,1,1,1
clyde,1,1,0
topanga,1,1,1
macdonalds,1,1,1
external,1,1,0
wd,1,1,1
i.e,1,1,1
cred,1,1,0
stem,1,1,0
izz,1,1,1
shelia,1,1,1
permission,1,1,0
kala,1,1,1
nefew,1,1,1
lanez,1,1,1
theirself,1,1,1
lik,1,1,1
dionis,1,1,1
ssong,1,1,1
forwarding,1,1,0
puasa,1,1,1
sunnah,1,1,0
hamstring,1,1,0
mosque,1,1,1
parish,1,1,1
soldiers,1,1,0
commercials,1,1,0
ese,1,0,0
juro,1,1,1
brought,1,1,0
rama,1,1,0
victoria,1,1,0
mariahs,1,1,1
patty,1,1,0
bape,1,1,1
beeby,1,1,1
ganster,1,1,1
innocence,1,1,0
havnt,1,1,1
tissue,1,1,0
destinyy,1,1,1
dgr,1,1,1
homosexuality,1,0,0
fed,1,1,0
gratin,1,1,1
mashup,1,1,1
stared,1,1,0
stupiid,1,1,1
funnnnny,1,1,1
tird,1,1,1
slammers,1,1,0
piano,1,1,0
actim,1,1,1
bandages,1,1,0
join,1,1,0
serge,1,1,1
krack,1,1,1
duvalle,1,1,1
orderin,1,1,1
pane,1,0,0
pippin,1,1,0
broadcast,1,1,0
cafeteria,1,1,1
depot,1,1,0
prophytes,1,1,1
heron,1,1,0
afi,1,1,1
sexii,1,1,1
fann,1,1,1
saludo,1,1,1
paso,1,1,1
xbl,1,1,1
xtras,1,1,1
mkin,1,1,1
tity,1,1,1
boones,1,1,0
ric,1,1,1
outbreak,1,1,0
hurricane,1,1,1
budden,1,1,1
entered,1,1,0
lsd,1,1,0
hoodrich,1,1,1
blamed,1,1,0
addressed,1,1,0
webber,1,1,1
pds,1,1,0
malaise,1,1,0
asdf,1,1,1
marriages,1,1,0
hilfiger,1,1,1
unisex,1,1,1
linen,1,1,0
satin,1,1,1
tales,1,0,0
dinlemeli,1,1,1
reasy,1,1,1
nmn,1,1,1
mikes,1,0,0
bojangles,1,1,1
cravings,1,0,0
calf,1,1,0
shuu,1,1,1
dinding,1,1,1
#crazy,1,1,1
flogging,1,0,0
bacccck,1,1,1
inches,1,1,0
akili,1,1,1
prospering,1,1,0
sblm,1,1,1
strands,1,1,0
misse,1,1,1
clot,1,1,0
ht,1,1,1
numerous,1,1,0
spore,1,1,1
yota,1,1,1
coola,1,1,1
mooore,1,1,1
bane,1,1,0
fring,1,1,1
murder,1,1,0
slaughter,1,1,0
drooling,1,1,0
deres,1,1,1
teguh,1,1,1
gusto,1,1,0
mayo,1,1,0
wankers,1,1,0
nichelle,1,1,1
whitt,1,1,1
nsync,1,1,1
blackberries,1,1,0
dismisse,1,1,1
freeeeeezing,1,1,1
gawgous,1,1,1
waffels,1,1,1
wensdays,1,1,1
dougied,1,1,1
glassed,1,1,0
slung,1,1,0
chinas,1,1,0
caravan,1,1,0
corvette,1,1,1
bridesmaids,1,1,0
pantys,1,1,0
awaay,1,1,1
wrongful,1,1,0
tlga,1,1,1
dismissive,1,1,1
ego,1,1,0
enemy,1,1,0
lay,1,1,0
cry,1,1,0
shaila,1,1,1
ramp,1,1,0
thc,1,1,0
butler,1,1,0
puncho,1,1,1
weight,1,1,0
powerful,1,0,0
blaaah,1,1,1
teremos,1,1,1
removal,1,1,0
mhe,1,1,1
uj,1,1,1
callinn,1,1,1
tyne,1,1,0
producing,1,1,0
nazr,1,1,1
ziploc,1,1,1
choisi,1,1,1
reallii,1,1,1
trynn,1,1,1
dwayne,1,1,1
swole,1,1,1
vacation,1,1,0
unconditionally,1,1,0
answerd,1,1,1
jdi,1,1,1
berpegang,1,1,1
kadang,1,1,1
ditty,1,0,1
realer,1,1,0
vixen,1,1,0
familys,1,1,0
grovel,1,0,0
pbf,1,1,1
actively,1,1,1
agin,1,1,1
raff,1,1,1
counter,1,1,0
shihh,1,1,1
snicka,1,1,1
beatn,1,1,1
falln,1,1,1
input,1,1,0
feedback,1,1,1
wylie,1,1,0
cheyenne,1,1,0
loz,1,1,1
jave,1,1,1
petty,1,1,0
vacancy,1,1,0
builds,1,0,0
pleading,1,1,0
ey,1,1,1
empathy,1,1,1
fiens,1,1,1
ghett,1,1,1
darrel,1,1,1
subconscious,1,1,0
sweetz,1,1,1
overbearing,1,1,0
domesticated,1,1,0
tute,1,1,1
flannels,1,1,0
gobe,1,1,1
gatta,1,1,1
savagery,1,1,0
strain,1,1,0
bossy,1,1,0
lasher,1,1,1
shr,1,1,1
abet,1,1,1
kauu,1,1,1
shootah,1,1,1
hyz,1,1,1
bizz,1,1,1
bakk,1,1,1
avoiding,1,0,0
colleqe,1,1,1
bxtches,1,1,1
you?ve,1,1,1
bouf,1,1,1
yurs,1,1,1
canidate,1,1,1
horrific,1,1,0
conversating,1,1,1
immoral,1,1,0
campur,1,1,1
vulvas,1,1,0
matte,1,1,0
sku,1,1,1
jsem,1,1,1
exploitative,1,1,0
jnt,1,1,1
muary,1,1,1
somersaults,1,1,0
unpredictability,1,1,0
trika,1,1,1
persin,1,1,1
neumann,1,1,0
thd,1,1,0
hng,1,1,1
thiz,1,1,1
rayla,1,1,1
shine,1,1,0
rockin,1,1,1
jovy,1,1,1
fudging,1,1,0
alwayz,1,1,1
recruits,1,1,0
bytchez,1,1,1
parry,1,1,0
tylenols,1,1,0
tiffa,1,1,1
hesitating,1,1,0
rew,1,1,1
protesters,1,1,0
mich,1,1,1
filmnya,1,1,1
largest,1,1,0
areo,1,1,1
kemi,1,1,1
nea,1,1,1
makein,1,1,1
southwind,1,1,1
divi,1,1,1
anymo,1,1,1
nir,1,1,1
kyana,1,1,1
disapproval,1,1,0
musthaves,1,1,1
gav,1,0,1
hootin,1,1,1
pipping,1,1,0
kesia,1,1,1
sandow,1,1,1
rellos,1,1,1
yummmmmy,1,1,1
dilemma,1,1,0
intimately,1,1,0
paternal,1,1,0
plent,1,1,1
deflated,1,1,0
korver,1,1,1
pesen,1,1,1
warmer,1,1,0
blackmailing,1,1,0
obnoxious,1,1,0
bango,1,1,1
bessf,1,1,1
bessfrenn,1,1,1
zah,1,1,1
detector,1,1,0
charities,1,1,0
lonnnnng,1,1,1
ws,1,0,0
emah,1,1,1
erny,1,1,1
mayda,1,1,1
aberdeen,1,1,0
gnats,1,1,0
shopin,1,1,1
incredible,1,0,0
kenta,1,1,1
pringle,1,1,1
creepn,1,1,1
jankin,1,1,1
cowboy,1,1,0
reiterates,1,1,0
cities,1,1,0
whopping,1,1,0
dummies,1,1,0
eff,1,1,0
baf,1,0,1
slurpy,1,1,1
concessions,1,1,0
mees,1,1,1
unks,1,1,1
cockroaches,1,1,0
unscheduled,1,1,1
tucan,1,1,1
beforee,1,1,1
copper,1,1,0
nexx,1,1,1
galena,1,1,1
goo,1,1,0
braindead,1,0,1
apirl,1,1,1
foolin,1,1,1
piringnya,1,1,1
vivir,1,1,1
adequate,1,1,0
goosebump,1,1,0
fought,1,1,0
decreases,1,1,0
yields,1,1,0
modules,1,1,0
coding,1,1,0
nnew,1,1,1
yodi,1,1,1
ohh,1,1,1
apologise,1,1,0
cheercamp,1,1,1
rememeber,1,1,1
pantheon,1,1,1
vignette,1,1,0
mufucca,1,1,1
frrl,1,1,1
iht,1,1,1
bele,1,1,1
anin,1,1,1
mybaby,1,1,1
greatday,1,1,1
ruptured,1,1,0
trueblood,1,1,1
rattled,1,1,0
greeks,1,1,0
causs,1,1,1
notche,1,1,1
osis,1,1,1
dique,1,1,1
smelln,1,1,1
cheesesteaks,1,0,1
knowing,1,1,0
tomoro,1,1,1
fridays,1,1,0
jaia,1,1,1
dedication,1,1,0
airplay,1,1,1
niggad,1,1,1
tittes,1,1,1
becoz,1,1,1
taxes,1,1,0
hagerstown,1,1,0
nky,1,1,1
pitfalls,1,1,0
assemble,1,1,0
foolishness,1,1,0
enon,1,1,1
raising,1,1,0
snowingg,1,1,1
lofe,1,1,1
hahahahahahahahahahahahahaha,1,1,1
perfomance,1,1,1
twentytwo,1,1,1
likke,1,1,1
tym,1,1,1
awww,1,1,1
restin,1,1,1
sandbox,1,1,0
wated,1,1,1
niglets,1,1,1
inducing,1,1,0
ureself,1,1,1
frwd,1,1,1
citr,1,1,1
transpo,1,1,1
precum,1,0,1
braid,1,1,0
preferrably,1,1,1
numbeer,1,1,1
tcc,1,1,1
peopke,1,1,1
cockyness,1,1,1
parol,1,1,1
knitting,1,1,0
nmre,1,1,1
wmf,1,1,1
eventho,1,1,1
alseep,1,1,1
conspiracy,1,1,0
cajas,1,1,1
otf,1,1,1
mames,1,1,1
weeklong,1,1,0
peekin,1,1,1
blader,1,0,1
flatirons,1,1,0
bouncer,1,1,0
turntable,1,0,0
blokk,1,1,1
boiy,1,1,1
azz,1,1,1
bumb,1,1,1
asz,1,1,1
ambi,1,1,1
drums,1,0,0
jumps,1,1,0
bursts,1,1,0
rigt,1,1,1
barea,1,1,1
nicc,1,1,1
litle,1,1,1
ahf,1,1,1
oxymoron,1,1,1
folarin,1,1,1
bleeping,1,0,0
classy,1,0,0
shedded,1,1,1
blackness,1,1,0
markings,1,1,0
sweaty,1,0,1
tizzies,1,1,0
yuppies,1,1,0
slove,1,1,1
playinn,1,1,1
nilaa,1,1,1
have'em,1,1,1
wral,1,1,1
frenchmen,1,1,0
namez,1,1,1
lowo,1,1,1
elses,1,1,0
bae,1,1,1
sangria,1,1,0
fanks,1,1,1
rubbers,1,1,0
hahhaa,1,1,1
calming,1,1,0
demographic,1,1,1
mayweather,1,1,1
patna,1,1,1
morally,1,1,0
luuv,1,1,1
ballout,1,1,1
jxt,1,1,1
interning,1,1,0
reppn,1,1,1
lh,1,1,0
fxckin,1,1,1
fuqkin,1,1,1
jizzed,1,0,1
poops,1,1,0
mek,1,1,0
jammmin,1,1,1
whackin,1,1,1
recession,1,1,0
diaper,1,0,0
markers,1,1,0
stunner,1,1,0
flab,1,0,1
vipers,1,1,0
makeitstop,1,1,1
seko,1,1,1
relieve,1,1,0
agn,1,1,1
menzo,1,1,1
monthy,1,1,1
courage,1,1,0
ouuuut,1,1,1
wldve,1,1,1
haad,1,1,1
carn,1,1,1
foodlion,1,1,1
